account_id,customer_id,account_type,currency,opened_date,status,credit_limit,last_updated_at
ACC000807,CUST00407,checking,JPY,2024-12-03,FROZEN,0,2024-12-03 02:08:41
ACC000808,CUST00408,checking,CAD,2025-04-24,ACTIVE,0,2025-04-24 16:35:04
ACC000809,CUST00409,credit,GBP,2025-06-02,CLOSED,1000,2025-06-02 12:46:42
ACC000810,CUST00409,savings,GBP,2025-03-27,ACTIVE,0,2025-03-27 03:17:30
ACC000811,CUST00410,SAVINGS,EUR,2024-11-19,CLOSED,0,2024-11-19 21:43:44
ACC000812,CUST00410,SAVINGS,NGN,2025-02-05,closed,0,2025-02-05 00:54:11
ACC000813,CUST00411,CHECKING,CAD,2025-04-13,CLOSED,0,2025-04-13 17:09:25
ACC000814,CUST00411,credit,USD,2025-05-10,active,5000,2025-05-10 01:51:05
ACC000815,CUST00412,checking,CAD,2025-02-07,FROZEN,0,2025-02-07 04:34:18
ACC000816,CUST00412,CREDIT,USD,2025-04-10,closed,25000,2025-04-10 23:38:25
ACC000817,CUST00412,CHECKING,GBP,2025-05-03,active,0,2025-05-03 15:18:49
ACC000818,CUST00413,CHECKING,GBP,2024-12-23,FROZEN,0,2024-12-23 00:00:45
ACC000819,CUST00413,CHECKING,CAD,2025-03-29,CLOSED,0,2025-03-29 02:13:40
ACC000820,CUST00414,savings,EUR,2024-10-17,FROZEN,0,2024-10-17 17:07:30
ACC000821,CUST00414,savings,INR,2025-01-27,ACTIVE,0,2025-01-27 15:10:35
ACC000822,CUST00414,savings,EUR,2024-12-19,active,0,2024-12-19 17:45:21
ACC000823,CUST00415,CHECKING,INR,2025-05-15,ACTIVE,0,2025-05-15 22:02:17
ACC000824,CUST00415,credit,usd,2025-03-10,CLOSED,10000,2025-03-10 11:37:39
ACC000825,CUST00416,SAVINGS,EUR,2024-08-04,closed,0,2024-08-04 23:05:27
ACC000826,CUST00417,credit,USD,2025-02-16,CLOSED,1000,2025-02-16 03:02:55
ACC000827,CUST00417,credit,NGN,2025-05-31,ACTIVE,1000,2025-05-31 22:01:05
ACC000828,CUST00417,savings,gbp,2025-01-15,ACTIVE,0,2025-01-15 15:44:26
ACC000829,CUST00418,CREDIT,INR,2025-04-27,FROZEN,0,2025-04-27 10:24:36
ACC000830,CUST00418,SAVINGS,usd,2025-05-13,active,0,2025-05-13 21:23:35
ACC000831,CUST00418,CREDIT,NGN,2025-04-22,ACTIVE,25000,2025-04-22 08:17:12
ACC000832,CUST00419,SAVINGS,gbp,2024-02-05,active,0,2024-02-05 09:40:58
ACC000833,CUST00420,credit,INR,2025-06-06,CLOSED,25000,2025-06-06 07:52:16
ACC000834,CUST00420,savings,gbp,2025-02-16,ACTIVE,0,2025-02-16 10:13:46
ACC000835,CUST00420,savings,INR,2025-03-02,FROZEN,0,2025-03-02 14:28:14
ACC000836,CUST00421,SAVINGS,NGN,2025-01-29,FROZEN,0,2025-01-29 20:11:03
ACC000837,CUST00422,CHECKING,JPY,2025-02-24,FROZEN,0,2025-02-24 00:15:58
ACC000838,CUST00422,SAVINGS,CAD,2025-01-09,CLOSED,0,2025-01-09 09:52:02
ACC000839,CUST00422,savings,CAD,2024-11-07,FROZEN,0,2024-11-07 19:17:19
ACC000840,CUST00423,CREDIT,CAD,2025-02-05,ACTIVE,0,2025-02-05 21:58:41
ACC000841,CUST00423,credit,GBP,2025-05-13,active,1000,2025-05-13 03:53:26
ACC000842,CUST00423,CREDIT,EUR,2025-02-15,active,0,2025-02-15 07:41:12
ACC000843,CUST00424,savings,gbp,2025-04-08,FROZEN,0,2025-04-08 19:38:42
ACC000844,CUST00424,credit,GBP,2025-04-01,closed,5000,2025-04-01 22:34:42
ACC000845,CUST00424,savings,USD,2025-04-23,ACTIVE,0,2025-04-23 12:03:01
ACC000846,CUST00425,CHECKING,EUR,2025-04-12,closed,0,2025-04-12 18:42:15
ACC000847,CUST00425,savings,JPY,2024-12-28,ACTIVE,0,2024-12-28 06:31:55
ACC000848,CUST00426,credit,NGN,2025-05-06,CLOSED,0,2025-05-06 15:25:42
ACC000849,CUST00426,checking,gbp,2025-01-07,ACTIVE,0,2025-01-07 08:18:52
ACC000850,CUST00427,checking,gbp,2024-08-09,FROZEN,0,2024-08-09 05:09:49
ACC000851,CUST00427,CREDIT,GBP,2025-02-19,ACTIVE,5000,2025-02-19 01:38:06
ACC000852,CUST00428,savings,GBP,2025-06-02,CLOSED,0,2025-06-02 07:56:22
ACC000853,CUST00428,credit,EUR,2025-04-05,FROZEN,10000,2025-04-05 08:35:56
ACC000854,CUST00429,CHECKING,NGN,2025-06-29,active,0,2025-06-29 12:32:31
ACC000855,CUST00429,SAVINGS,USD,2024-09-02,CLOSED,0,2024-09-02 07:09:14
ACC000856,CUST00429,CHECKING,NGN,2024-07-03,active,0,2024-07-03 21:18:04
ACC000857,CUST00430,savings,CAD,2024-12-12,ACTIVE,0,2024-12-12 17:07:01
ACC000858,CUST00430,checking,USD,2024-11-24,FROZEN,0,2024-11-24 22:53:10
ACC000859,CUST00431,CREDIT,INR,2024-12-08,closed,0,2024-12-08 17:56:10
ACC000860,CUST00432,CREDIT,INR,2024-12-28,closed,1000,2024-12-28 08:22:54
ACC000861,CUST00432,SAVINGS,CAD,2024-04-26,FROZEN,0,2024-04-26 18:16:12
ACC000862,CUST00433,savings,EUR,2025-06-14,CLOSED,0,2025-06-14 17:43:39
ACC000863,CUST00433,credit,GBP,2025-06-20,closed,1000,2025-06-20 21:35:14
ACC000864,CUST00434,credit,gbp,2025-01-25,CLOSED,1000,2025-01-25 00:19:11
ACC000865,CUST00434,credit,usd,2024-12-29,CLOSED,25000,2024-12-29 06:22:22
ACC000866,CUST00434,SAVINGS,usd,2025-04-10,active,0,2025-04-10 23:58:03
ACC000867,CUST00435,SAVINGS,gbp,2025-04-23,FROZEN,0,2025-04-23 20:04:35
ACC000868,CUST00435,SAVINGS,INR,2025-06-05,CLOSED,0,2025-06-05 19:14:58
ACC000869,CUST00435,checking,EUR,2025-01-16,closed,0,2025-01-16 17:46:51
ACC000870,CUST00436,savings,NGN,2025-03-26,ACTIVE,0,2025-03-26 09:10:44
ACC000871,CUST00436,SAVINGS,JPY,2025-06-06,CLOSED,0,2025-06-06 19:26:51
ACC000872,CUST00437,CREDIT,NGN,2025-03-27,closed,0,2025-03-27 20:57:06
ACC000873,CUST00438,savings,GBP,2024-09-06,active,0,2024-09-06 15:55:02
ACC000874,CUST00439,SAVINGS,EUR,2025-05-30,active,0,2025-05-30 15:43:44
ACC000875,CUST00440,CREDIT,CAD,2024-12-09,active,1000,2024-12-09 13:21:13
ACC000876,CUST00440,CREDIT,CAD,2024-12-22,FROZEN,0,2024-12-22 19:26:24
ACC000877,CUST00440,CHECKING,CAD,2025-06-05,closed,0,2025-06-05 13:11:23
ACC000878,CUST00441,checking,NGN,2025-05-10,CLOSED,0,2025-05-10 07:19:14
ACC000879,CUST00441,SAVINGS,INR,2025-06-07,active,0,2025-06-07 03:59:28
ACC000880,CUST00441,savings,gbp,2025-02-15,ACTIVE,0,2025-02-15 23:36:00
ACC000881,CUST00442,savings,EUR,2025-02-19,ACTIVE,0,2025-02-19 11:14:01
ACC000882,CUST00442,CREDIT,NGN,2025-03-29,CLOSED,10000,2025-03-29 18:13:32
ACC000883,CUST00442,checking,USD,2025-04-19,closed,0,2025-04-19 16:25:51
ACC000884,CUST00443,CREDIT,JPY,2024-07-10,ACTIVE,5000,2024-07-10 15:10:12
ACC000885,CUST00444,credit,USD,2025-01-31,FROZEN,1000,2025-01-31 14:14:05
ACC000886,CUST00444,checking,EUR,2025-02-15,closed,0,2025-02-15 19:51:52
ACC000887,CUST00444,savings,usd,2025-02-21,FROZEN,0,2025-02-21 22:02:13
ACC000888,CUST00445,CREDIT,NGN,2025-06-28,closed,25000,2025-06-28 12:56:21
ACC000889,CUST00446,checking,INR,2024-06-02,FROZEN,0,2024-06-02 22:22:09
ACC000890,CUST00446,checking,INR,2024-07-08,active,0,2024-07-08 21:09:39
ACC000891,CUST00446,checking,gbp,2024-09-11,ACTIVE,0,2024-09-11 16:00:54
ACC000892,CUST00447,CREDIT,INR,2025-02-14,active,1000,2025-02-14 04:43:25
ACC000893,CUST00448,savings,GBP,2025-05-28,active,0,2025-05-28 13:22:34
ACC000894,CUST00448,CREDIT,usd,2025-02-07,closed,10000,2025-02-07 09:14:07
ACC000895,CUST00448,checking,GBP,2024-10-29,CLOSED,0,2024-10-29 07:07:10
ACC000896,CUST00449,CHECKING,USD,2025-03-04,CLOSED,0,2025-03-04 13:29:18
ACC000897,CUST00449,savings,NGN,2025-05-30,ACTIVE,0,2025-05-30 22:17:31
ACC000898,CUST00449,SAVINGS,JPY,2025-05-10,ACTIVE,0,2025-05-10 23:46:42
ACC000899,CUST00450,credit,USD,2025-05-14,CLOSED,5000,2025-05-14 10:52:11
ACC000900,CUST00450,credit,gbp,2025-02-05,CLOSED,0,2025-02-05 10:54:09
ACC000901,CUST00450,SAVINGS,NGN,2024-02-28,closed,0,2024-02-28 23:54:37
ACC000902,CUST00451,savings,NGN,2025-06-17,ACTIVE,0,2025-06-17 13:58:38
ACC000903,CUST00451,checking,gbp,2024-04-19,closed,0,2024-04-19 11:40:22
ACC000904,CUST00451,credit,CAD,2024-04-25,CLOSED,0,2024-04-25 19:47:59
ACC000905,CUST00452,checking,GBP,2024-12-12,CLOSED,0,2024-12-12 22:58:35
ACC000906,CUST00452,SAVINGS,usd,2024-09-03,FROZEN,0,2024-09-03 04:16:04
ACC000907,CUST00452,savings,INR,2024-05-20,active,0,2024-05-20 12:45:23
ACC000908,CUST00453,SAVINGS,INR,2025-04-18,FROZEN,0,2025-04-18 11:53:58
ACC000909,CUST00453,credit,gbp,2025-05-09,closed,0,2025-05-09 10:54:18
ACC000910,CUST00454,checking,EUR,2025-05-21,closed,0,2025-05-21 16:02:32
ACC000911,CUST00455,checking,CAD,2024-12-27,closed,0,2024-12-27 00:53:29
ACC000912,CUST00455,credit,gbp,2025-03-02,active,0,2025-03-02 10:25:02
ACC000913,CUST00456,SAVINGS,INR,2025-05-22,CLOSED,0,2025-05-22 04:19:32
ACC000914,CUST00456,SAVINGS,EUR,2025-06-06,active,0,2025-06-06 11:24:44
ACC000915,CUST00456,CREDIT,NGN,2024-11-13,FROZEN,0,2024-11-13 21:43:21
ACC000916,CUST00457,CHECKING,GBP,2024-11-09,closed,0,2024-11-09 00:42:00
ACC000917,CUST00457,checking,USD,2025-01-06,FROZEN,0,2025-01-06 07:31:11
ACC000918,CUST00457,credit,JPY,2025-02-22,CLOSED,5000,2025-02-22 20:28:04
ACC000919,CUST00458,SAVINGS,EUR,2024-07-18,closed,0,2024-07-18 08:40:29
ACC000920,CUST00458,SAVINGS,JPY,2025-04-01,FROZEN,0,2025-04-01 05:05:35
ACC000921,CUST00459,credit,JPY,2025-04-30,CLOSED,0,2025-04-30 21:38:13
ACC000922,CUST00459,savings,NGN,2024-09-02,ACTIVE,0,2024-09-02 05:27:26
ACC000923,CUST00460,SAVINGS,GBP,2024-08-15,FROZEN,0,2024-08-15 03:32:16
ACC000924,CUST00460,checking,EUR,2024-10-09,FROZEN,0,2024-10-09 04:03:36
ACC000925,CUST00460,credit,usd,2025-03-14,active,25000,2025-03-14 08:56:50
ACC000926,CUST00461,savings,USD,2025-03-25,closed,0,2025-03-25 17:03:43
ACC000927,CUST00461,credit,CAD,2024-12-10,ACTIVE,0,2024-12-10 16:34:29
ACC000928,CUST00462,CHECKING,CAD,2025-03-22,closed,0,2025-03-22 06:29:24
ACC000929,CUST00462,SAVINGS,JPY,2024-08-17,closed,0,2024-08-17 02:19:41
ACC000930,CUST00463,CHECKING,USD,2025-05-23,CLOSED,0,2025-05-23 15:59:48
ACC000931,CUST00463,CREDIT,GBP,2025-06-15,FROZEN,0,2025-06-15 04:05:38
ACC000932,CUST00463,credit,GBP,2024-08-20,active,10000,2024-08-20 21:29:19
ACC000933,CUST00464,savings,EUR,2025-06-13,ACTIVE,0,2025-06-13 07:14:04
ACC000934,CUST00464,SAVINGS,JPY,2025-05-23,FROZEN,0,2025-05-23 06:47:14
ACC000935,CUST00464,credit,usd,2025-02-11,active,0,2025-02-11 17:45:52
ACC000936,CUST00465,CHECKING,GBP,2025-02-06,active,0,2025-02-06 13:56:08
ACC000937,CUST00465,CREDIT,INR,2025-01-14,CLOSED,25000,2025-01-14 17:41:28
ACC000938,CUST00465,CREDIT,USD,2024-11-19,FROZEN,25000,2024-11-19 03:56:41
ACC000939,CUST00466,checking,INR,2024-06-23,ACTIVE,0,2024-06-23 17:50:07
ACC000940,CUST00466,CHECKING,INR,2025-04-06,active,0,2025-04-06 05:34:37
ACC000941,CUST00466,CREDIT,GBP,2024-07-14,closed,5000,2024-07-14 13:49:18
ACC000942,CUST00467,CREDIT,NGN,2025-03-14,ACTIVE,0,2025-03-14 11:50:19
ACC000943,CUST00467,credit,INR,2025-05-08,ACTIVE,0,2025-05-08 21:43:14
ACC000944,CUST00468,savings,gbp,2025-04-30,CLOSED,0,2025-04-30 01:00:40
ACC000945,CUST00468,checking,CAD,2025-03-13,closed,0,2025-03-13 02:32:28
ACC000946,CUST00469,SAVINGS,gbp,2025-04-25,FROZEN,0,2025-04-25 16:41:36
ACC000947,CUST00469,checking,CAD,2025-05-02,FROZEN,0,2025-05-02 16:22:14
ACC000948,CUST00470,CREDIT,INR,2025-06-17,ACTIVE,0,2025-06-17 23:40:52
ACC000949,CUST00470,savings,USD,2025-04-05,FROZEN,0,2025-04-05 09:01:17
ACC000950,CUST00470,savings,INR,2025-06-07,active,0,2025-06-07 22:39:55
ACC000951,CUST00471,savings,gbp,2024-06-15,ACTIVE,0,2024-06-15 22:07:01
ACC000952,CUST00472,credit,JPY,2024-12-21,active,10000,2024-12-21 23:23:23
ACC000953,CUST00472,CHECKING,GBP,2024-08-28,active,0,2024-08-28 08:52:54
ACC000954,CUST00473,SAVINGS,CAD,2025-04-04,closed,0,2025-04-04 17:51:03
ACC000955,CUST00473,CHECKING,gbp,2025-03-12,closed,0,2025-03-12 12:23:58
ACC000956,CUST00474,credit,CAD,2025-06-29,active,0,2025-06-29 12:22:06
ACC000957,CUST00475,checking,EUR,2024-12-17,closed,0,2024-12-17 18:26:55
ACC000958,CUST00476,SAVINGS,JPY,2025-01-03,CLOSED,0,2025-01-03 00:34:57
ACC000959,CUST00476,savings,gbp,2025-06-22,active,0,2025-06-22 03:56:32
ACC000960,CUST00476,savings,gbp,2025-02-13,FROZEN,0,2025-02-13 01:59:24
ACC000961,CUST00477,SAVINGS,CAD,2024-10-20,FROZEN,0,2024-10-20 20:35:07
ACC000962,CUST00478,savings,NGN,2025-04-24,CLOSED,0,2025-04-24 19:27:45
ACC000963,CUST00478,savings,USD,2025-02-25,CLOSED,0,2025-02-25 02:26:09
ACC000964,CUST00479,checking,INR,2025-04-17,FROZEN,0,2025-04-17 19:13:27
ACC000965,CUST00479,credit,GBP,2024-08-17,FROZEN,0,2024-08-17 13:33:47
ACC000966,CUST00480,CHECKING,CAD,2025-03-11,CLOSED,0,2025-03-11 01:02:27
ACC000967,CUST00480,SAVINGS,JPY,2025-03-14,closed,0,2025-03-14 12:17:07
ACC000968,CUST00481,checking,JPY,2024-08-04,CLOSED,0,2024-08-04 22:03:26
ACC000969,CUST00481,CHECKING,usd,2024-10-01,active,0,2024-10-01 19:02:27
ACC000970,CUST00481,SAVINGS,INR,2024-07-05,closed,0,2024-07-05 14:24:26
ACC000971,CUST00482,credit,INR,2024-06-22,active,1000,2024-06-22 17:30:04
ACC000972,CUST00482,CREDIT,NGN,2024-12-21,ACTIVE,5000,2024-12-21 14:14:12
ACC000973,CUST00483,credit,gbp,2024-02-15,closed,0,2024-02-15 14:03:04
ACC000974,CUST00484,SAVINGS,usd,2025-05-14,CLOSED,0,2025-05-14 03:36:54
ACC000975,CUST00484,credit,CAD,2025-01-16,CLOSED,0,2025-01-16 03:37:27
ACC000976,CUST00485,CREDIT,GBP,2024-11-22,closed,0,2024-11-22 10:00:43
ACC000977,CUST00486,checking,CAD,2024-12-31,closed,0,2024-12-31 09:46:51
ACC000978,CUST00487,credit,JPY,2025-04-01,closed,0,2025-04-01 05:41:29
ACC000979,CUST00487,SAVINGS,USD,2025-04-22,active,0,2025-04-22 09:52:52
ACC000980,CUST00487,CHECKING,CAD,2025-04-04,FROZEN,0,2025-04-04 20:30:00
ACC000981,CUST00488,checking,CAD,2025-03-05,CLOSED,0,2025-03-05 10:12:02
ACC000982,CUST00488,savings,CAD,2025-03-10,FROZEN,0,2025-03-10 10:09:09
ACC000983,CUST00489,SAVINGS,USD,2025-03-16,active,0,2025-03-16 14:17:44
ACC000984,CUST00490,savings,NGN,2025-03-03,CLOSED,0,2025-03-03 01:28:28
ACC000985,CUST00491,CHECKING,JPY,2025-03-28,FROZEN,0,2025-03-28 05:01:14
ACC000986,CUST00492,savings,USD,2025-05-28,closed,0,2025-05-28 20:25:15
ACC000987,CUST00493,savings,gbp,2025-04-10,closed,0,2025-04-10 12:08:06
ACC000988,CUST00493,credit,usd,2024-11-02,closed,0,2024-11-02 05:35:55
ACC000989,CUST00494,CHECKING,JPY,2025-05-07,active,0,2025-05-07 09:49:22
ACC000990,CUST00495,CREDIT,GBP,2025-02-28,ACTIVE,1000,2025-02-28 00:51:09
ACC000991,CUST00495,savings,gbp,2025-06-23,CLOSED,0,2025-06-23 19:27:09
ACC000992,CUST00495,credit,CAD,2025-05-09,ACTIVE,0,2025-05-09 15:09:26
ACC000993,CUST00496,savings,JPY,2025-01-13,CLOSED,0,2025-01-13 22:30:44
ACC000994,CUST00497,CREDIT,USD,2025-03-20,closed,0,2025-03-20 22:58:02
ACC000995,CUST00498,CHECKING,GBP,2024-12-28,FROZEN,0,2024-12-28 15:56:53
ACC000996,CUST00498,checking,gbp,2025-03-17,active,0,2025-03-17 22:39:41
ACC000997,CUST00499,SAVINGS,JPY,2025-06-25,CLOSED,0,2025-06-25 23:34:34
ACC000998,CUST00499,credit,CAD,2025-06-21,closed,0,2025-06-21 22:03:21
ACC000999,CUST00499,checking,EUR,2025-03-16,active,0,2025-03-16 15:11:23
ACC001000,CUST00500,CHECKING,USD,2024-10-25,closed,0,2024-10-25 01:01:18
ACC001001,CUST00500,checking,JPY,2024-07-06,FROZEN,0,2024-07-06 15:26:58
ACC001002,CUST00501,SAVINGS,GBP,2025-02-19,active,0,2025-02-19 04:09:29
ACC001003,CUST00502,checking,NGN,2024-11-21,FROZEN,0,2024-11-21 15:30:27
ACC001004,CUST00503,SAVINGS,USD,2024-07-17,active,0,2024-07-17 17:34:08
ACC001005,CUST00504,savings,USD,2024-08-03,CLOSED,0,2024-08-03 19:28:09
ACC001006,CUST00504,credit,GBP,2025-05-19,CLOSED,25000,2025-05-19 21:59:29
ACC001007,CUST00505,savings,NGN,2024-12-24,active,0,2024-12-24 01:11:11
ACC001008,CUST00506,savings,usd,2025-05-02,ACTIVE,0,2025-05-02 10:05:21
ACC001009,CUST00507,CREDIT,JPY,2025-03-21,ACTIVE,10000,2025-03-21 18:49:02
ACC001010,CUST00508,CHECKING,INR,2024-12-26,closed,0,2024-12-26 09:58:03
ACC001011,CUST00509,SAVINGS,NGN,2025-06-15,active,0,2025-06-15 13:46:26
ACC001012,CUST00509,CHECKING,JPY,2025-03-02,FROZEN,0,2025-03-02 20:11:49
ACC001013,CUST00510,CREDIT,INR,2024-12-21,ACTIVE,0,2024-12-21 06:50:55
ACC001014,CUST00510,savings,NGN,2024-06-11,CLOSED,0,2024-06-11 15:15:14
ACC001015,CUST00511,SAVINGS,gbp,2024-11-04,ACTIVE,0,2024-11-04 17:52:02
ACC001016,CUST00512,checking,usd,2025-03-16,CLOSED,0,2025-03-16 18:40:31
ACC001017,CUST00512,CHECKING,gbp,2025-05-22,FROZEN,0,2025-05-22 01:24:26
ACC001018,CUST00513,checking,EUR,2024-08-20,closed,0,2024-08-20 15:45:10
ACC001019,CUST00514,CREDIT,EUR,2024-11-07,CLOSED,0,2024-11-07 16:33:52
ACC001020,CUST00515,CREDIT,GBP,2025-01-03,FROZEN,25000,2025-01-03 21:07:34
ACC001021,CUST00516,checking,NGN,2025-03-06,active,0,2025-03-06 05:51:21
ACC001022,CUST00516,CREDIT,EUR,2024-08-31,FROZEN,0,2024-08-31 15:28:42
ACC001023,CUST00517,CHECKING,INR,2025-03-13,active,0,2025-03-13 12:42:58
ACC001024,CUST00518,credit,gbp,2024-11-13,closed,0,2024-11-13 12:39:41
ACC001025,CUST00518,CHECKING,USD,2024-09-10,FROZEN,0,2024-09-10 09:13:46
ACC001026,CUST00519,CHECKING,EUR,2025-02-21,CLOSED,0,2025-02-21 10:47:56
ACC001027,CUST00520,savings,JPY,2025-04-03,active,0,2025-04-03 18:08:07
ACC001028,CUST00521,CHECKING,CAD,2025-01-29,active,0,2025-01-29 10:34:15
ACC001029,CUST00522,CHECKING,usd,2025-04-27,CLOSED,0,2025-04-27 01:35:31
ACC001030,CUST00523,CREDIT,EUR,2025-05-11,closed,1000,2025-05-11 14:23:53
ACC001031,CUST00523,CHECKING,gbp,2025-06-23,CLOSED,0,2025-06-23 15:57:37
ACC001032,CUST00524,checking,CAD,2024-12-04,closed,0,2024-12-04 12:14:51
ACC001033,CUST00524,CREDIT,usd,2025-02-26,CLOSED,10000,2025-02-26 22:57:21
ACC001034,CUST00525,CREDIT,EUR,2025-04-22,active,0,2025-04-22 18:33:57
ACC001035,CUST00525,checking,EUR,2025-01-21,active,0,2025-01-21 21:40:08
ACC001036,CUST00526,credit,NGN,2024-11-02,FROZEN,0,2024-11-02 22:03:24
ACC001037,CUST00526,CHECKING,GBP,2025-05-28,active,0,2025-05-28 20:21:04
ACC001038,CUST00526,checking,gbp,2025-01-07,FROZEN,0,2025-01-07 08:25:13
ACC001039,CUST00527,credit,JPY,2025-05-09,closed,5000,2025-05-09 11:32:32
ACC001040,CUST00527,SAVINGS,EUR,2025-06-23,FROZEN,0,2025-06-23 03:35:14
ACC001041,CUST00527,SAVINGS,EUR,2025-04-23,closed,0,2025-04-23 21:31:13
ACC001042,CUST00528,credit,NGN,2024-09-02,ACTIVE,25000,2024-09-02 07:00:10
ACC001043,CUST00528,checking,EUR,2025-06-24,ACTIVE,0,2025-06-24 10:25:57
ACC001044,CUST00528,credit,GBP,2024-10-14,active,0,2024-10-14 12:25:55
ACC001045,CUST00529,CHECKING,INR,2024-11-18,CLOSED,0,2024-11-18 12:26:21
ACC001046,CUST00529,checking,NGN,2024-12-05,CLOSED,0,2024-12-05 02:47:37
ACC001047,CUST00530,CREDIT,JPY,2025-04-02,CLOSED,0,2025-04-02 00:02:06
ACC001048,CUST00531,credit,JPY,2024-10-07,FROZEN,25000,2024-10-07 22:37:34
ACC001049,CUST00532,SAVINGS,CAD,2024-08-06,CLOSED,0,2024-08-06 17:14:43
ACC001050,CUST00532,savings,usd,2025-05-15,FROZEN,0,2025-05-15 08:15:08
ACC001051,CUST00533,CHECKING,CAD,2025-02-24,CLOSED,0,2025-02-24 01:01:55
ACC001052,CUST00533,CHECKING,JPY,2025-05-08,active,0,2025-05-08 17:18:03
ACC001053,CUST00533,checking,INR,2025-01-22,ACTIVE,0,2025-01-22 08:47:28
ACC001054,CUST00534,credit,EUR,2025-06-11,FROZEN,0,2025-06-11 21:21:06
ACC001055,CUST00535,savings,JPY,2024-12-01,ACTIVE,0,2024-12-01 18:12:35
ACC001056,CUST00535,CREDIT,NGN,2025-06-19,closed,0,2025-06-19 06:29:57
ACC001057,CUST00536,credit,USD,2024-10-14,active,0,2024-10-14 00:49:05
ACC001058,CUST00537,CREDIT,EUR,2025-03-15,closed,5000,2025-03-15 10:55:38
ACC001059,CUST00537,CREDIT,JPY,2025-05-23,FROZEN,0,2025-05-23 01:11:31
ACC001060,CUST00537,checking,JPY,2025-05-26,active,0,2025-05-26 12:06:20
ACC001061,CUST00538,CHECKING,EUR,2025-02-22,closed,0,2025-02-22 19:49:39
ACC001062,CUST00538,credit,JPY,2025-03-07,closed,0,2025-03-07 22:26:10
ACC001063,CUST00539,checking,gbp,2025-05-28,ACTIVE,0,2025-05-28 07:53:27
ACC001064,CUST00539,SAVINGS,NGN,2024-12-01,closed,0,2024-12-01 16:24:20
ACC001065,CUST00540,savings,CAD,2025-05-08,active,0,2025-05-08 01:43:44
ACC001066,CUST00540,CHECKING,usd,2025-02-28,FROZEN,0,2025-02-28 12:08:21
ACC001067,CUST00541,checking,usd,2025-04-15,ACTIVE,0,2025-04-15 00:22:20
ACC001068,CUST00541,checking,EUR,2025-05-23,CLOSED,0,2025-05-23 08:58:37
ACC001069,CUST00541,checking,NGN,2025-02-15,active,0,2025-02-15 05:39:56
ACC001070,CUST00542,savings,GBP,2025-03-29,active,0,2025-03-29 17:26:58
ACC001071,CUST00542,CHECKING,GBP,2025-03-03,FROZEN,0,2025-03-03 02:01:59
ACC001072,CUST00542,savings,usd,2024-12-11,closed,0,2024-12-11 12:59:55
ACC001073,CUST00543,checking,INR,2024-12-19,active,0,2024-12-19 23:18:33
ACC001074,CUST00543,SAVINGS,USD,2025-02-05,ACTIVE,0,2025-02-05 23:34:09
ACC001075,CUST00543,SAVINGS,JPY,2025-05-12,ACTIVE,0,2025-05-12 04:31:57
ACC001076,CUST00544,savings,GBP,2025-06-05,CLOSED,0,2025-06-05 19:51:04
ACC001077,CUST00544,CHECKING,JPY,2024-10-16,closed,0,2024-10-16 02:26:59
ACC001078,CUST00544,checking,usd,2025-02-13,FROZEN,0,2025-02-13 22:01:22
ACC001079,CUST00545,savings,gbp,2024-05-30,ACTIVE,0,2024-05-30 19:45:59
ACC001080,CUST00545,savings,EUR,2025-04-26,CLOSED,0,2025-04-26 08:40:08
ACC001081,CUST00546,CREDIT,usd,2024-09-02,closed,0,2024-09-02 11:28:13
ACC001082,CUST00546,SAVINGS,GBP,2025-06-20,CLOSED,0,2025-06-20 07:02:42
ACC001083,CUST00547,savings,USD,2025-01-11,ACTIVE,0,2025-01-11 22:58:50
ACC001084,CUST00547,SAVINGS,gbp,2025-06-28,FROZEN,0,2025-06-28 23:56:35
ACC001085,CUST00547,CREDIT,NGN,2025-04-02,FROZEN,0,2025-04-02 15:42:22
ACC001086,CUST00548,CHECKING,usd,2025-01-01,CLOSED,0,2025-01-01 06:29:10
ACC001087,CUST00548,CREDIT,GBP,2025-03-04,closed,1000,2025-03-04 06:32:24
ACC001088,CUST00549,CHECKING,INR,2025-02-23,closed,0,2025-02-23 05:00:30
ACC001089,CUST00549,savings,JPY,2025-06-19,CLOSED,0,2025-06-19 15:57:40
ACC001090,CUST00550,CHECKING,usd,2025-06-23,closed,0,2025-06-23 07:47:54
ACC001091,CUST00551,checking,CAD,2025-01-01,closed,0,2025-01-01 14:55:51
ACC001092,CUST00552,CREDIT,NGN,2025-06-25,ACTIVE,1000,2025-06-25 17:36:08
ACC001093,CUST00552,credit,INR,2025-04-16,CLOSED,25000,2025-04-16 10:33:21
ACC001094,CUST00552,CREDIT,NGN,2025-05-30,CLOSED,0,2025-05-30 07:58:51
ACC001095,CUST00553,checking,EUR,2024-05-06,ACTIVE,0,2024-05-06 21:58:29
ACC001096,CUST00553,CHECKING,gbp,2024-12-28,CLOSED,0,2024-12-28 12:18:02
ACC001097,CUST00553,credit,gbp,2024-05-09,FROZEN,1000,2024-05-09 00:56:25
ACC001098,CUST00554,SAVINGS,GBP,2025-01-15,FROZEN,0,2025-01-15 05:33:06
ACC001099,CUST00554,CHECKING,CAD,2025-04-04,CLOSED,0,2025-04-04 10:10:22
ACC001100,CUST00554,checking,GBP,2024-11-13,closed,0,2024-11-13 09:54:47
ACC001101,CUST00555,credit,CAD,2025-03-28,active,1000,2025-03-28 00:08:59
